date       time    	Air_Temp	Barometric_Press	Dew_Point	Relative_Humidity	Wind_Dir	Wind_Gust	Wind_Speed
2009_01_14 11:00:04	31.10	30.50	31.10	100.00	151.40	12.00	 8.20
2009_01_14 11:06:25	31.10	30.50	31.10	100.00	156.40	11.00	 8.40
2009_01_14 11:12:39	31.00	30.50	31.00	100.00	145.00	11.00	 7.80
2009_01_14 11:18:55	31.00	30.50	31.00	100.00	150.20	11.00	 7.20
2009_01_14 11:25:10	30.90	30.50	30.90	100.00	143.40	10.00	 6.60
2009_01_14 11:31:27	30.90	30.50	30.90	100.00	138.40	10.00	 7.00
2009_01_14 11:37:41	31.00	30.50	31.00	100.00	131.80	 8.00	 5.80
2009_01_14 11:43:56	31.20	30.50	31.20	100.00	132.60	 8.00	 4.80
2009_01_14 11:50:15	31.50	30.50	31.50	100.00	108.00	 6.00	 2.80
2009_01_14 11:56:31	31.50	30.50	31.50	100.00	106.00	 5.00	 2.80
2009_01_14 12:02:48	31.70	30.50	31.70	100.00	108.20	 6.00	 4.60
2009_01_14 12:09:04	32.20	30.50	32.20	100.00	115.00	 7.00	 5.20
2009_01_14 12:15:19	32.50	30.50	32.50	100.00	109.60	 7.00	 3.00
2009_01_14 12:21:35	32.50	30.50	32.50	100.00	100.20	 5.00	 3.20
2009_01_14 12:27:54	32.30	30.50	32.30	100.00	103.00	 6.00	 4.40
2009_01_14 12:34:09	32.30	30.50	32.30	100.00	128.80	 6.00	 3.20
2009_01_14 12:40:24	32.50	30.50	32.50	100.00	145.40	 5.00	 4.00
2009_01_14 12:46:40	32.40	30.50	32.40	100.00	145.80	 4.00	 3.00
2009_01_14 12:52:56	32.40	30.50	32.40	100.00	170.00	 5.00	 3.20
2009_01_14 12:59:11	32.40	30.50	32.40	100.00	170.00	 4.00	 1.40
2009_01_14 13:05:26	32.40	30.50	32.40	100.00	157.80	 4.00	 2.00
2009_01_14 13:11:40	32.70	30.50	32.70	100.00	125.40	 4.00	 3.20
2009_01_14 13:17:55	32.80	30.50	32.80	100.00	147.40	 4.00	 2.60
2009_01_14 13:24:10	32.70	30.50	32.70	100.00	199.00	 4.00	 0.80
2009_01_14 13:30:25	32.70	30.50	32.70	100.00	195.20	 5.00	 2.60
2009_01_14 13:36:40	32.50	30.50	32.50	100.00	201.60	 4.00	 2.20
2009_01_14 13:42:55	32.10	30.50	32.10	100.00	258.60	 5.00	 3.40
2009_01_14 13:49:09	32.00	30.50	32.00	100.00	262.40	 3.00	 1.80
2009_01_14 13:55:24	32.20	30.50	32.20	100.00	262.00	 3.00	 2.20
2009_01_14 14:01:39	32.30	30.50	32.30	100.00	262.00	 4.00	 1.20
2009_01_14 14:07:54	32.40	30.50	32.40	100.00	242.80	 4.00	 1.40
2009_01_14 14:14:09	32.40	30.50	32.40	100.00	203.60	 5.00	 3.20
2009_01_14 14:20:25	32.40	30.50	32.40	100.00	210.00	 4.00	 1.40
2009_01_14 14:26:40	32.40	30.50	32.40	100.00	208.60	 2.00	 0.40
2009_01_14 14:32:54	32.50	30.50	32.50	100.00	210.80	 3.00	 1.20
2009_01_14 14:39:10	32.50	30.40	32.50	100.00	222.20	 3.00	 1.80
2009_01_14 14:45:25	32.50	30.40	32.50	100.00	280.80	 4.00	 2.20
2009_01_14 14:51:42	32.40	30.50	32.40	100.00	301.60	 4.00	 3.20
2009_01_14 14:57:54	32.40	30.50	32.40	100.00	301.80	 5.00	 2.60
2009_01_14 15:04:09	32.40	30.50	32.40	100.00	302.00	 5.00	 3.20
2009_01_14 15:10:24	32.30	30.50	32.30	100.00	302.00	 5.00	 2.60
2009_01_14 15:16:38	32.20	30.50	32.20	100.00	303.60	 4.00	 3.00
2009_01_14 15:22:53	32.20	30.50	32.20	100.00	298.80	 5.00	 3.20
2009_01_14 15:29:09	32.20	30.50	32.20	100.00	291.00	 5.00	 3.40
2009_01_14 15:35:24	32.10	30.50	32.10	100.00	291.40	 5.00	 2.60
2009_01_14 15:41:38	32.20	30.50	32.20	100.00	291.60	 4.00	 2.40
2009_01_14 15:47:54	32.20	30.50	32.20	100.00	291.80	 3.00	 2.20
2009_01_14 15:54:09	32.40	30.50	32.40	100.00	291.60	 3.00	 1.80
2009_01_14 16:00:23	32.50	30.50	32.50	100.00	292.00	 4.00	 2.40
2009_01_14 16:06:39	32.60	30.50	32.60	100.00	291.60	 4.00	 2.20
2009_01_14 16:12:54	32.70	30.50	32.70	100.00	291.40	 4.00	 2.60
2009_01_14 16:19:10	32.70	30.50	32.70	100.00	291.00	 4.00	 1.20
2009_01_14 16:25:25	32.70	30.50	32.70	100.00	291.00	 2.00	 0.40
2009_01_14 16:31:40	32.70	30.50	32.70	100.00	291.00	 3.00	 1.40
2009_01_14 16:37:56	32.70	30.50	32.70	100.00	340.00	 5.00	 2.80
2009_01_14 16:44:11	32.80	30.50	32.80	100.00	355.00	 4.00	 2.40
2009_01_14 16:50:27	32.70	30.50	32.70	100.00	336.60	 4.00	 2.80
2009_01_14 16:56:41	32.70	30.50	32.70	100.00	284.80	 4.00	 2.00
2009_01_14 17:02:57	32.70	30.50	32.70	100.00	290.40	 4.00	 2.80
2009_01_14 17:09:12	32.80	30.50	32.80	100.00	301.40	 5.00	 3.40
2009_01_14 17:15:27	32.80	30.50	32.80	100.00	282.20	 7.00	 4.80
2009_01_14 17:21:42	32.70	30.50	32.70	100.00	271.40	 6.00	 3.00
2009_01_14 17:27:57	32.70	30.50	32.70	100.00	276.60	 3.00	 0.20
2009_01_14 17:34:12	32.60	30.50	32.60	100.00	316.00	 3.00	 1.00
2009_01_14 17:40:26	32.70	30.50	32.70	100.00	316.00	 3.00	 0.20
2009_01_14 17:46:41	32.50	30.50	32.50	100.00	316.00	 2.00	 1.00
2009_01_14 17:52:56	32.70	30.50	32.70	100.00	316.00	 3.00	 2.20
2009_01_14 17:59:12	32.70	30.50	32.70	100.00	315.40	 6.00	 3.80
2009_01_14 18:05:27	32.70	30.50	32.70	100.00	317.00	 6.00	 1.40
2009_01_14 18:11:44	32.70	30.50	32.70	100.00	345.40	 5.00	 2.80
2009_01_14 18:18:00	32.70	30.50	32.70	100.00	315.20	 5.00	 3.00
2009_01_14 18:24:15	32.70	30.50	32.70	100.00	269.20	 7.00	 4.20
2009_01_14 18:30:30	32.70	30.50	32.70	100.00	295.40	 7.00	 3.60
2009_01_14 18:36:46	32.50	30.50	32.50	100.00	275.00	 6.00	 5.00
2009_01_14 18:43:00	32.50	30.50	32.50	100.00	272.20	 8.00	 5.20
2009_01_14 18:49:17	32.70	30.50	32.70	100.00	290.00	 8.00	 4.60
2009_01_14 18:55:33	32.70	30.50	32.70	100.00	295.00	 6.00	 3.60
2009_01_14 19:01:50	32.70	30.50	32.70	100.00	294.00	 5.00	 3.00
2009_01_14 19:08:05	32.80	30.50	32.80	100.00	254.80	 5.00	 2.60
2009_01_14 19:14:20	32.90	30.50	32.90	100.00	27.00	 4.00	 2.00
2009_01_14 19:20:35	32.90	30.50	32.90	100.00	148.00	 6.00	 3.40
2009_01_14 19:26:50	32.90	30.50	32.90	100.00	348.40	 4.00	 2.80
2009_01_14 19:33:05	32.90	30.50	32.90	100.00	318.20	 6.00	 4.40
2009_01_14 19:39:21	32.80	30.50	32.80	100.00	283.40	 8.00	 5.40
2009_01_14 19:45:36	32.80	30.50	32.80	100.00	274.00	 8.00	 4.00
2009_01_14 19:51:52	32.90	30.50	32.90	100.00	292.20	 4.00	 2.80
2009_01_14 19:58:08	32.90	30.50	32.90	100.00	280.20	 3.00	 0.40
2009_01_14 20:04:23	32.90	30.50	32.90	100.00	289.80	 4.00	 2.80
2009_01_14 20:10:39	32.80	30.50	32.80	100.00	294.00	 4.00	 2.40
2009_01_14 20:16:55	32.80	30.50	32.80	100.00	294.00	 4.00	 2.20
2009_01_14 20:23:10	32.80	30.50	32.80	100.00	294.00	 2.00	 0.00
2009_01_14 20:29:25	32.90	30.50	32.90	100.00	217.60	 4.00	 1.80
2009_01_14 20:35:41	33.10	30.50	33.10	100.00	292.40	 4.00	 1.40
2009_01_14 20:41:57	32.80	30.50	32.80	100.00	290.00	 4.00	 3.40
2009_01_14 20:48:14	32.80	30.50	32.80	100.00	296.80	 4.00	 1.20
2009_01_14 20:54:29	32.90	30.50	32.90	100.00	181.00	 4.00	 3.00
2009_01_14 21:00:44	32.80	30.50	32.80	100.00	68.40	 5.00	 2.20
2009_01_14 21:07:00	32.80	30.50	32.80	100.00	70.00	 5.00	 0.80
2009_01_14 21:13:15	32.80	30.50	32.80	100.00	72.60	 6.00	 3.60
2009_01_14 21:19:32	32.80	30.50	32.80	100.00	63.00	 5.00	 1.80
2009_01_14 21:25:47	32.70	30.50	32.70	100.00	63.00	 4.00	 0.00
2009_01_14 21:32:02	32.80	30.50	32.80	100.00	37.60	 4.00	 1.60
2009_01_14 21:38:18	32.80	30.50	32.80	100.00	336.00	 5.00	 3.80
2009_01_14 21:44:33	32.90	30.50	32.90	100.00	93.20	 5.00	 2.40
2009_01_14 21:50:47	32.80	30.50	32.80	100.00	83.00	 5.00	 3.80
2009_01_14 21:57:02	32.80	30.50	32.80	100.00	350.00	 4.00	 2.80
2009_01_14 22:03:18	32.70	30.50	32.70	100.00	350.00	 4.00	 1.60
2009_01_14 22:09:33	32.80	30.50	32.80	100.00	346.00	 4.00	 2.60
2009_01_14 22:15:49	32.80	30.50	32.80	100.00	329.00	 4.00	 1.80
2009_01_14 22:22:04	32.80	30.50	32.80	100.00	317.00	 7.00	 2.40
2009_01_14 22:28:19	32.80	30.50	32.80	100.00	282.00	 6.00	 3.80
2009_01_14 22:34:35	32.90	30.50	32.90	100.00	302.20	 5.00	 3.00
2009_01_14 22:40:50	32.90	30.50	32.90	100.00	295.20	 4.00	 2.80
2009_01_14 22:47:06	32.80	30.50	32.80	100.00	272.60	 5.00	 3.40
2009_01_14 22:53:21	32.80	30.50	32.80	100.00	274.40	 5.00	 4.40
2009_01_14 22:59:36	32.80	30.50	32.80	100.00	259.40	 6.00	 3.60
2009_01_14 23:05:52	32.80	30.50	32.80	100.00	250.20	 6.00	 3.40
2009_01_14 23:12:08	32.90	30.50	32.90	100.00	267.00	 4.00	 2.40
2009_01_14 23:18:24	33.10	30.50	33.10	100.00	267.80	 4.00	 1.00
2009_01_14 23:24:39	33.10	30.50	33.10	100.00	269.00	 2.00	 0.40
2009_01_14 23:30:54	33.10	30.50	33.10	100.00	224.80	 6.00	 2.20
2009_01_14 23:37:10	33.20	30.50	33.20	100.00	28.00	 9.00	 6.40
2009_01_14 23:43:25	33.10	30.50	33.10	100.00	30.60	 6.00	 3.20
2009_01_14 23:49:41	33.20	30.50	33.20	100.00	23.80	 6.00	 3.80
2009_01_14 23:55:57	33.20	30.50	33.20	100.00	18.60	 7.00	 4.20
2009_01_15 00:02:12	33.10	30.50	33.10	100.00	35.20	 5.00	 3.20
2009_01_15 00:08:27	33.10	30.50	33.10	100.00	46.00	 5.00	 2.80
2009_01_15 00:14:41	32.90	30.50	32.90	100.00	15.40	 6.00	 4.60
2009_01_15 00:20:55	32.90	30.50	32.90	100.00	34.00	 7.00	 5.20
2009_01_15 00:27:10	32.90	30.50	32.90	100.00	36.20	 6.00	 4.20
2009_01_15 00:33:24	32.70	30.50	32.70	100.00	45.00	 5.00	 4.20
2009_01_15 00:39:39	32.70	30.50	32.70	100.00	28.60	 5.00	 3.80
2009_01_15 00:45:54	32.80	30.50	32.80	100.00	18.20	 6.00	 4.60
2009_01_15 00:52:08	32.70	30.50	32.70	100.00	24.00	 6.00	 4.20
2009_01_15 00:58:23	32.70	30.50	32.70	100.00	17.60	 7.00	 5.00
2009_01_15 01:04:37	32.70	30.50	32.70	100.00	35.40	 5.00	 3.80
2009_01_15 01:10:52	32.50	30.50	32.50	100.00	44.60	 6.00	 4.00
2009_01_15 01:17:06	32.40	30.50	32.40	100.00	46.20	 4.00	 2.00
2009_01_15 01:23:20	32.50	30.50	32.50	100.00	80.00	 6.00	 4.20
2009_01_15 01:29:35	32.50	30.50	32.50	100.00	71.40	 6.00	 2.40
2009_01_15 01:35:49	32.40	30.50	32.40	100.00	320.60	 5.00	 3.40
2009_01_15 01:42:04	32.40	30.50	32.40	100.00	355.00	 6.00	 3.60
2009_01_15 01:48:18	32.40	30.50	32.40	100.00	273.40	 6.00	 3.40
2009_01_15 01:54:32	32.20	30.50	32.20	100.00	321.00	 5.00	 1.80
2009_01_15 02:00:47	32.20	30.50	32.20	100.00	321.00	 3.00	 0.80
2009_01_15 02:07:01	32.30	30.50	32.30	100.00	152.60	 5.00	 3.00
2009_01_15 02:13:16	32.30	30.50	32.30	100.00	166.20	 5.00	 3.00
2009_01_15 02:19:31	32.20	30.50	32.20	100.00	324.60	 5.00	 3.20
2009_01_15 02:25:46	32.20	30.50	32.20	100.00	321.80	 5.00	 2.40
2009_01_15 02:32:00	32.20	30.50	32.20	100.00	323.00	 3.00	 0.80
2009_01_15 02:38:14	32.20	30.60	32.20	100.00	140.20	 4.00	 1.80
2009_01_15 02:44:29	32.20	30.60	32.20	100.00	31.80	 5.00	 3.00
2009_01_15 02:50:44	32.20	30.60	32.20	100.00	28.00	 5.00	 1.20
2009_01_15 02:56:58	32.20	30.60	32.20	100.00	145.00	 5.00	 1.60
2009_01_15 03:03:13	32.30	30.60	32.30	100.00	295.20	 8.00	 5.00
2009_01_15 03:09:27	32.40	30.60	32.40	100.00	288.40	 8.00	 3.40
2009_01_15 03:15:42	32.40	30.60	32.40	100.00	287.80	 5.00	 4.00
2009_01_15 03:21:58	32.40	30.60	32.40	100.00	292.20	 7.00	 4.20
2009_01_15 03:28:12	32.40	30.60	32.40	100.00	330.80	 7.00	 5.00
2009_01_15 03:34:27	32.50	30.60	32.50	100.00	314.20	 7.00	 4.40
2009_01_15 03:40:42	32.50	30.60	32.50	100.00	337.80	 7.00	 3.60
2009_01_15 03:46:58	32.40	30.60	32.40	100.00	338.80	 4.00	 2.60
2009_01_15 03:53:12	32.50	30.60	32.50	100.00	333.80	 3.00	 2.00
2009_01_15 03:59:27	32.40	30.60	32.40	100.00	331.00	 4.00	 1.20
2009_01_15 04:05:41	32.50	30.60	32.50	100.00	292.40	 7.00	 4.00
2009_01_15 04:11:57	32.70	30.60	32.70	100.00	272.20	 7.00	 4.20
2009_01_15 04:18:11	32.60	30.50	32.60	100.00	280.60	 9.00	 5.00
2009_01_15 04:24:26	32.50	30.50	32.50	100.00	284.60	 7.00	 3.60
2009_01_15 04:30:41	32.50	30.50	32.50	100.00	335.80	 6.00	 4.20
2009_01_15 04:36:56	32.50	30.50	32.50	100.00	332.20	 6.00	 3.40
2009_01_15 04:43:10	32.50	30.50	32.50	100.00	294.00	 6.00	 3.00
2009_01_15 04:49:25	32.50	30.50	32.50	100.00	294.00	 3.00	 0.80
2009_01_15 04:55:39	32.70	30.50	32.70	100.00	294.40	 5.00	 3.00
2009_01_15 05:01:54	32.80	30.50	32.80	100.00	206.00	 7.00	 4.80
2009_01_15 05:08:08	32.70	30.50	32.70	100.00	 9.00	 7.00	 4.20
2009_01_15 05:14:23	32.60	30.50	32.60	100.00	91.20	 8.00	 3.60
2009_01_15 05:20:38	32.70	30.50	32.70	100.00	14.40	 8.00	 4.00
2009_01_15 05:26:53	32.80	30.50	32.80	100.00	18.40	 7.00	 4.60
2009_01_15 05:33:08	32.70	30.50	32.70	100.00	27.20	 9.00	 5.60
2009_01_15 05:39:22	32.50	30.50	32.50	100.00	13.20	 9.00	 6.00
2009_01_15 05:45:37	32.50	30.50	32.50	100.00	20.00	10.00	 5.00
2009_01_15 05:51:52	32.50	30.50	32.50	100.00	23.40	 7.00	 5.20
2009_01_15 05:58:07	32.40	30.50	32.40	100.00	 9.00	 8.00	 4.40
2009_01_15 06:04:21	32.50	30.50	32.50	100.00	88.00	 8.00	 4.60
2009_01_15 06:10:36	32.40	30.60	32.40	100.00	355.00	 9.00	 6.00
2009_01_15 06:16:51	32.40	30.60	32.40	100.00	 5.00	 6.00	 3.40
2009_01_15 06:23:06	32.40	30.60	32.40	100.00	32.00	 6.00	 3.80
2009_01_15 06:29:20	32.40	30.60	32.40	100.00	23.20	 9.00	 5.40
2009_01_15 06:35:36	32.30	30.60	32.30	100.00	 5.00	 9.00	 3.40
2009_01_15 06:41:51	32.20	30.60	32.20	100.00	 7.40	 4.00	 2.60
2009_01_15 06:48:05	32.20	30.60	32.20	100.00	29.40	 6.00	 4.60
2009_01_15 06:54:20	32.20	30.60	32.20	100.00	32.40	 6.00	 4.00
2009_01_15 07:00:34	32.20	30.60	32.20	100.00	21.20	 8.00	 5.00
2009_01_15 07:06:51	32.10	30.60	32.10	100.00	22.40	 7.00	 5.80
2009_01_15 07:13:05	32.00	30.60	32.00	100.00	33.00	 6.00	 4.40
2009_01_15 07:19:20	31.90	30.60	31.90	100.00	38.00	 6.00	 4.80
2009_01_15 07:25:36	31.90	30.60	31.90	100.00	41.00	 7.00	 5.00
2009_01_15 07:31:51	31.90	30.60	31.90	100.00	32.00	 6.00	 3.80
2009_01_15 07:38:06	31.90	30.60	31.90	100.00	23.40	 7.00	 4.40
2009_01_15 07:44:25	32.00	30.60	32.00	100.00	35.20	 6.00	 3.00
2009_01_15 07:50:41	31.90	30.60	31.90	100.00	38.00	 5.00	 1.40
2009_01_15 07:56:57	31.90	30.60	31.90	100.00	42.80	 6.00	 3.20
2009_01_15 08:03:11	31.90	30.60	31.90	100.00	45.20	 4.00	 0.60
2009_01_15 08:09:31	32.10	30.60	32.10	100.00	104.00	 6.00	 3.80
2009_01_15 08:15:49	32.00	30.60	32.00	100.00	37.80	 6.00	 3.40
2009_01_15 08:22:07	32.10	30.60	32.10	100.00	38.00	 4.00	 2.40
2009_01_15 08:28:22	31.90	30.60	31.90	100.00	23.80	 7.00	 4.20
2009_01_15 08:34:37	31.90	30.60	31.90	100.00	37.40	 6.00	 4.60
2009_01_15 08:40:52	32.00	30.60	32.00	100.00	19.60	 6.00	 4.20
2009_01_15 08:47:08	32.10	30.60	32.10	100.00	14.00	 8.00	 3.80
2009_01_15 08:53:24	32.10	30.60	32.10	100.00	153.00	 9.00	 5.60
2009_01_15 08:59:39	31.90	30.60	31.90	100.00	155.60	 6.00	 3.80
2009_01_15 09:05:53	31.90	30.60	31.90	100.00	15.00	 6.00	 4.60
2009_01_15 09:12:11	31.80	30.60	31.80	100.00	335.80	 7.00	 2.80
2009_01_15 09:18:25	31.80	30.60	31.80	100.00	340.00	 4.00	 0.80
2009_01_15 09:24:41	31.80	30.60	31.80	100.00	340.00	 2.00	 0.60
2009_01_15 09:30:55	31.80	30.60	31.80	100.00	340.00	 2.00	 0.00
2009_01_15 09:37:10	31.90	30.60	31.90	100.00	99.40	 6.00	 2.00
2009_01_15 09:43:25	31.90	30.60	31.90	100.00	16.60	 7.00	 4.60
2009_01_15 09:49:40	31.90	30.60	31.90	100.00	161.60	 6.00	 3.60
2009_01_15 09:55:55	31.90	30.60	31.90	100.00	74.80	 6.00	 3.40
2009_01_15 10:02:10	31.80	30.60	31.80	100.00	321.00	 6.00	 1.20
2009_01_15 10:08:26	31.80	30.60	31.80	100.00	51.40	 6.00	 2.40
2009_01_15 10:14:42	31.90	30.60	31.90	100.00	49.00	 3.00	 1.40
2009_01_15 10:20:57	31.90	30.60	31.90	100.00	280.20	 9.00	 5.60
2009_01_15 10:27:13	31.80	30.60	31.80	100.00	327.00	 7.00	 4.20
2009_01_15 10:33:29	31.80	30.60	31.80	100.00	307.00	 7.00	 5.60
2009_01_15 10:39:44	31.80	30.60	31.80	100.00	305.60	 9.00	 5.80
2009_01_15 10:45:59	31.90	30.60	31.90	100.00	310.60	 7.00	 4.40
2009_01_15 10:52:14	31.90	30.60	31.90	100.00	85.80	10.00	 6.60
2009_01_15 10:58:29	31.70	30.60	31.70	100.00	21.00	 9.00	 1.40
2009_01_15 11:04:44	31.70	30.60	31.70	100.00	83.80	 3.00	 1.40
2009_01_15 11:11:00	31.80	30.60	31.80	100.00	291.00	 8.00	 4.00
2009_01_15 11:17:14	31.80	30.60	31.80	100.00	293.00	 3.00	 2.00
2009_01_15 11:23:34	31.80	30.60	31.80	100.00	21.40	 6.00	 4.80
2009_01_15 11:29:49	31.80	30.60	31.80	100.00	16.40	 7.00	 2.40
2009_01_15 11:36:05	31.80	30.60	31.80	100.00	25.40	 6.00	 4.00
2009_01_15 11:42:20	31.80	30.60	31.80	100.00	215.00	 9.00	 4.60
2009_01_15 11:48:34	31.80	30.60	31.80	100.00	15.20	 9.00	 3.80
2009_01_15 11:54:50	31.70	30.60	31.70	100.00	29.20	 6.00	 4.40
2009_01_15 12:01:05	31.80	30.60	31.80	100.00	35.60	 5.00	 3.40
2009_01_15 12:07:20	31.60	30.60	31.60	100.00	55.60	 5.00	 3.20
2009_01_15 12:13:36	31.60	30.60	31.60	100.00	44.60	 6.00	 3.60
2009_01_15 12:19:52	31.60	30.60	31.60	100.00	16.20	 9.00	 5.60
2009_01_15 12:26:09	31.60	30.60	31.60	100.00	77.00	 5.00	 3.20
2009_01_15 12:32:26	31.60	30.60	31.60	100.00	93.20	 5.00	 3.40
2009_01_15 12:38:41	31.60	30.60	31.60	100.00	41.40	 7.00	 4.60
2009_01_15 12:44:56	31.60	30.60	31.60	100.00	27.80	 7.00	 3.80
2009_01_15 12:51:14	31.60	30.60	31.60	100.00	34.80	 6.00	 3.40
2009_01_15 12:57:30	31.60	30.60	31.60	100.00	48.00	 6.00	 4.80
2009_01_15 13:03:46	31.80	30.60	31.80	100.00	65.80	 6.00	 3.60
2009_01_15 13:10:02	31.80	30.60	31.80	100.00	30.80	 6.00	 4.60
2009_01_15 13:16:18	31.80	30.60	31.80	100.00	21.60	 5.00	 3.40
2009_01_15 13:22:33	31.80	30.60	31.80	100.00	323.40	 7.00	 4.00
2009_01_15 13:28:48	31.80	30.60	31.80	100.00	22.00	 7.00	 5.00
2009_01_15 13:35:04	31.60	30.60	31.60	100.00	45.60	 7.00	 2.80
2009_01_15 13:41:21	31.60	30.60	31.60	100.00	60.00	 4.00	 1.60
2009_01_15 13:47:43	31.80	30.60	31.80	100.00	26.20	 5.00	 3.20
2009_01_15 13:53:59	31.80	30.60	31.80	100.00	21.80	 5.00	 2.60
2009_01_15 14:00:16	31.80	30.60	31.80	100.00	50.40	 6.00	 3.20
2009_01_15 14:06:32	31.80	30.60	31.80	100.00	15.80	 7.00	 4.40
2009_01_15 14:12:50	31.80	30.60	31.80	100.00	343.00	 9.00	 4.20
2009_01_15 14:19:05	31.60	30.60	31.60	100.00	87.40	 6.00	 4.40
2009_01_15 14:25:21	31.50	30.60	31.50	100.00	34.60	 6.00	 3.00
2009_01_15 14:31:36	31.50	30.60	31.50	100.00	158.40	 4.00	 1.40
2009_01_15 14:37:50	31.60	30.60	31.60	100.00	299.60	 7.00	 4.00
2009_01_15 14:44:05	31.50	30.60	31.50	100.00	275.00	 5.00	 2.60
2009_01_15 14:50:20	31.50	30.60	31.50	100.00	176.60	 5.00	 2.60
2009_01_15 14:56:37	31.70	30.60	31.70	100.00	37.40	 5.00	 2.60
2009_01_15 15:03:00	31.80	30.60	31.80	100.00	146.80	 7.00	 4.00
2009_01_15 15:09:15	31.50	30.60	31.50	100.00	309.40	 7.00	 3.60
2009_01_15 15:15:30	31.50	30.60	31.50	100.00	305.80	 5.00	 3.20
2009_01_15 15:21:46	31.50	30.60	31.50	100.00	301.20	 4.00	 1.80
2009_01_15 15:28:02	31.60	30.60	31.60	100.00	347.60	 5.00	 2.80
2009_01_15 15:34:17	31.60	30.60	31.60	100.00	342.40	 4.00	 1.60
2009_01_15 15:40:32	31.60	30.60	31.60	100.00	302.40	 5.00	 2.80
2009_01_15 15:46:47	31.50	30.60	31.50	100.00	290.00	 4.00	 2.00
2009_01_15 15:53:02	31.50	30.60	31.50	100.00	290.00	 4.00	 1.80
2009_01_15 15:59:17	31.50	30.60	31.50	100.00	290.00	 5.00	 2.20
2009_01_15 16:05:32	31.60	30.60	31.60	100.00	290.00	 5.00	 2.60
2009_01_15 16:11:49	31.80	30.60	31.80	100.00	275.00	 5.00	 2.60
2009_01_15 16:18:03	31.80	30.60	31.80	100.00	27.60	 6.00	 4.60
2009_01_15 16:24:18	31.80	30.60	31.80	100.00	38.00	 5.00	 1.20
2009_01_15 16:30:33	31.80	30.60	31.80	100.00	38.00	 2.00	 0.40
2009_01_15 16:36:48	31.90	30.60	31.90	100.00	314.20	 5.00	 3.20
2009_01_15 16:43:03	31.80	30.60	31.80	100.00	301.40	 5.00	 3.40
2009_01_15 16:49:19	31.80	30.60	31.80	100.00	291.20	 5.00	 2.00
2009_01_15 16:55:34	31.80	30.60	31.80	100.00	291.60	 4.00	 0.80
2009_01_15 17:01:49	31.90	30.60	31.90	100.00	330.40	 4.00	 2.40
2009_01_15 17:08:06	31.90	30.60	31.90	100.00	326.40	 5.00	 3.60
2009_01_15 17:14:24	31.80	30.60	31.80	100.00	305.20	 5.00	 2.80
2009_01_15 17:20:40	31.80	30.60	31.80	100.00	302.00	 4.00	 1.40
2009_01_15 17:26:57	31.90	30.60	31.90	100.00	312.80	 5.00	 2.80
2009_01_15 17:33:13	31.80	30.60	31.80	100.00	309.00	 5.00	 3.40
2009_01_15 17:39:28	31.80	30.60	31.80	100.00	311.00	 5.00	 2.40
2009_01_15 17:45:43	31.80	30.60	31.80	100.00	299.80	 5.00	 2.40
2009_01_15 17:51:58	31.80	30.60	31.80	100.00	311.20	 6.00	 3.60
2009_01_15 17:58:13	31.60	30.60	31.60	100.00	332.20	 6.00	 2.40
2009_01_15 18:04:28	31.70	30.60	31.70	100.00	305.40	 6.00	 3.00
2009_01_15 18:10:43	31.90	30.60	31.90	100.00	280.20	 7.00	 5.00
2009_01_15 18:16:59	31.70	30.60	31.70	100.00	 5.00	 5.00	 1.60
2009_01_15 18:23:20	31.80	30.60	31.80	100.00	73.00	 7.00	 3.80
2009_01_15 18:29:39	31.80	30.60	31.80	100.00	209.40	 6.00	 4.40
2009_01_15 18:36:02	31.80	30.60	31.80	100.00	79.60	 6.00	 3.00
2009_01_15 18:42:23	31.90	30.60	31.90	100.00	316.00	 7.00	 5.20
2009_01_15 18:48:42	32.00	30.60	32.00	100.00	298.60	 6.00	 3.60
2009_01_15 18:54:57	31.90	30.60	31.90	100.00	278.40	 6.00	 4.60
2009_01_15 19:01:13	31.90	30.60	31.90	100.00	280.20	 6.00	 3.60
2009_01_15 19:07:32	31.90	30.60	31.90	100.00	274.80	 5.00	 4.00
2009_01_15 19:13:52	32.00	30.60	32.00	100.00	294.40	 6.00	 4.00
2009_01_15 19:20:12	32.10	30.60	32.10	100.00	301.40	 6.00	 4.80
2009_01_15 19:26:32	32.10	30.60	32.10	100.00	322.60	 6.00	 4.40
2009_01_15 19:32:47	32.10	30.60	32.10	100.00	313.00	 6.00	 4.20
2009_01_15 19:39:02	32.10	30.60	32.10	100.00	287.00	 6.00	 2.60
2009_01_15 19:45:17	32.10	30.60	32.10	100.00	324.00	 5.00	 1.60
2009_01_15 19:51:32	32.10	30.60	32.10	100.00	291.40	 7.00	 4.80
2009_01_15 19:57:48	32.20	30.60	32.20	100.00	292.60	 7.00	 5.00
2009_01_15 20:05:03	32.20	30.60	32.20	100.00	279.60	 6.00	 3.20
2009_01_15 20:11:19	32.10	30.60	32.10	100.00	292.40	 5.00	 2.80
2009_01_15 20:17:34	32.20	30.60	32.20	100.00	313.40	 5.00	 4.20
2009_01_15 20:23:50	32.30	30.60	32.30	100.00	290.40	 8.00	 5.60
2009_01_15 20:31:05	32.20	30.60	32.20	100.00	277.60	 8.00	 6.20
2009_01_15 20:37:21	32.40	30.60	32.40	100.00	289.80	10.00	 6.00
2009_01_15 20:43:36	32.50	30.60	32.50	100.00	326.80	 8.00	 4.60
