date       time    	Air_Temp	Barometric_Press	Dew_Point	Relative_Humidity	Wind_Dir	Wind_Gust	Wind_Speed
2008_01_01 03:36:17	27.30	30.70	21.60	78.60	18.60	14.00	11.20
2008_01_01 03:39:01	27.30	30.70	21.80	79.40	88.20	14.00	10.80
2008_01_01 03:42:31	27.10	30.70	21.50	79.00	12.40	16.00	12.40
2008_01_01 03:45:15	27.00	30.70	21.40	78.80	12.20	16.00	13.00
2008_01_01 03:48:44	27.00	30.70	21.90	80.80	84.20	15.00	12.60
2008_01_01 03:51:28	27.20	30.70	22.30	81.60	 9.00	15.00	11.80
2008_01_01 03:54:58	27.10	30.70	22.10	81.00	10.60	15.00	10.80
2008_01_01 03:57:42	27.00	30.70	22.00	81.20	15.60	15.00	11.60
2008_01_01 04:01:11	27.00	30.70	22.30	82.20	18.60	15.00	11.80
2008_01_01 04:03:56	26.80	30.70	21.90	81.40	15.80	14.00	11.60
2008_01_01 04:07:25	26.70	30.70	21.90	81.60	145.20	16.00	13.00
2008_01_01 04:10:10	26.80	30.70	21.90	81.60	283.80	16.00	12.60
2008_01_01 04:13:39	26.80	30.70	21.80	81.20	80.40	14.00	11.40
2008_01_01 04:16:24	26.80	30.70	21.70	80.80	150.20	14.00	10.20
2008_01_01 04:19:53	26.70	30.70	21.50	80.20	77.80	13.00	 9.20
2008_01_01 04:22:38	26.70	30.70	21.50	80.20	79.80	12.00	 9.40
2008_01_01 04:26:06	26.80	30.70	21.50	80.20	13.40	13.00	 8.60
2008_01_01 04:28:52	26.60	30.70	21.30	80.00	13.20	13.00	 7.00
2008_01_01 04:32:20	26.70	30.70	21.60	80.60	217.80	13.00	 8.00
2008_01_01 04:35:06	26.70	30.70	21.70	81.00	217.60	13.00	 8.60
2008_01_01 04:38:33	26.70	30.70	21.50	80.20	148.60	13.00	10.20
2008_01_01 04:41:20	26.70	30.70	21.40	80.00	83.40	13.00	10.00
2008_01_01 04:44:47	26.50	30.70	21.00	79.40	12.40	15.00	11.40
2008_01_01 04:47:33	26.40	30.70	21.20	80.20	10.80	15.00	12.60
2008_01_01 04:51:00	26.50	30.70	21.30	80.40	148.60	15.00	12.60
2008_01_01 04:53:47	26.50	30.70	21.40	80.60	145.40	15.00	13.20
2008_01_01 04:57:14	26.60	30.70	21.50	80.80	217.20	16.00	14.00
2008_01_01 05:00:01	26.60	30.70	21.50	80.80	217.00	18.00	14.80
2008_01_01 05:03:27	26.70	30.70	21.80	81.40	214.40	18.00	14.80
2008_01_01 05:06:15	26.90	30.70	22.00	81.40	215.60	18.00	15.80
2008_01_01 05:09:41	26.80	30.70	21.40	79.80	288.00	19.00	16.60
2008_01_01 05:12:29	26.70	30.70	21.30	79.80	79.00	18.00	15.00
2008_01_01 05:15:55	26.70	30.70	21.40	80.00	12.40	18.00	14.40
2008_01_01 05:18:43	26.50	30.70	21.10	79.60	16.20	19.00	15.00
2008_01_01 05:22:09	26.50	30.70	21.10	79.60	15.20	19.00	15.60
2008_01_01 05:24:57	26.50	30.70	20.80	78.60	16.80	19.00	16.60
2008_01_01 05:28:22	26.40	30.70	20.70	78.40	18.00	20.00	17.40
2008_01_01 05:31:11	26.40	30.70	20.80	79.00	12.80	20.00	17.20
2008_01_01 05:34:36	26.50	30.70	21.30	80.40	15.20	19.00	15.60
2008_01_01 05:37:24	26.50	30.70	21.40	80.80	12.20	20.00	15.60
2008_01_01 05:40:50	26.60	30.70	21.70	81.40	79.20	21.00	18.20
2008_01_01 05:43:38	26.50	30.70	21.70	81.60	78.80	21.00	16.80
2008_01_01 05:47:04	26.40	30.70	21.50	81.60	216.80	21.00	18.00
2008_01_01 05:49:52	26.30	30.70	21.20	80.60	283.80	21.00	17.00
2008_01_01 05:53:18	26.20	30.70	21.00	80.40	348.00	20.00	14.80
2008_01_01 05:56:06	26.10	30.70	21.00	80.60	281.20	20.00	12.20
2008_01_01 05:59:32	26.40	30.70	21.50	81.40	285.60	17.00	10.60
2008_01_01 06:02:20	26.50	30.70	21.70	81.80	219.80	17.00	10.60
2008_01_01 06:05:46	26.70	30.70	21.80	81.40	148.60	16.00	12.20
2008_01_01 06:08:33	26.60	30.70	21.60	81.20	80.60	16.00	11.80
2008_01_01 06:11:59	26.40	30.70	21.30	80.60	149.20	16.00	12.00
2008_01_01 06:14:47	26.40	30.70	21.40	81.20	153.80	16.00	12.60
2008_01_01 06:18:13	26.30	30.70	21.40	81.40	18.80	16.00	13.60
2008_01_01 06:21:01	26.10	30.70	21.00	80.60	15.40	17.00	13.60
2008_01_01 06:24:28	26.20	30.70	21.30	81.40	84.00	20.00	14.20
2008_01_01 06:27:15	26.30	30.70	21.20	80.60	220.00	20.00	14.00
2008_01_01 06:30:42	26.30	30.70	21.10	80.60	353.00	20.00	15.40
2008_01_01 06:33:29	26.10	30.70	20.70	79.60	357.20	20.00	15.80
2008_01_01 06:36:56	25.90	30.70	20.10	78.20	285.20	20.00	15.00
2008_01_01 06:39:43	25.90	30.70	20.20	78.60	280.20	18.00	15.00
2008_01_01 06:43:09	26.00	30.70	20.70	80.00	276.80	18.00	14.20
2008_01_01 06:45:57	26.00	30.70	20.70	80.00	213.40	18.00	14.60
2008_01_01 06:49:23	26.00	30.70	21.00	80.80	81.20	17.00	13.00
2008_01_01 06:52:11	26.10	30.70	20.80	80.20	150.00	20.00	13.20
2008_01_01 06:55:37	26.00	30.70	20.20	78.40	13.40	20.00	12.40
2008_01_01 06:58:25	25.80	30.70	19.80	77.60	12.40	17.00	13.20
2008_01_01 07:01:50	25.90	30.70	20.30	79.00	84.20	18.00	13.20
2008_01_01 07:04:38	26.00	30.70	19.90	77.20	21.00	18.00	11.80
2008_01_01 07:08:05	26.00	30.70	19.80	77.00	149.00	16.00	11.60
2008_01_01 07:10:52	26.00	30.70	20.20	78.40	212.20	17.00	12.40
2008_01_01 07:14:18	26.00	30.70	20.20	78.40	283.00	17.00	13.20
2008_01_01 07:17:06	26.00	30.70	20.40	79.00	219.20	17.00	12.60
2008_01_01 07:20:32	25.90	30.70	20.30	79.00	15.00	15.00	11.80
2008_01_01 07:23:20	25.80	30.70	20.10	78.80	17.00	16.00	12.60
2008_01_01 07:26:46	25.80	30.70	20.20	79.00	21.60	16.00	12.00
2008_01_01 07:29:34	25.90	30.70	20.10	78.40	87.40	18.00	13.00
2008_01_01 07:33:00	26.10	30.70	20.00	77.60	86.00	18.00	13.40
2008_01_01 07:35:49	26.10	30.70	19.80	76.80	14.80	18.00	13.00
2008_01_01 07:39:14	26.00	30.70	19.40	75.60	148.80	18.00	12.80
2008_01_01 07:42:03	26.00	30.70	18.90	74.20	282.20	18.00	13.00
2008_01_01 07:45:28	25.90	30.70	19.30	75.80	344.00	18.00	13.80
2008_01_01 07:48:16	25.80	30.70	19.50	76.60	343.00	19.00	15.00
2008_01_01 07:51:41	26.00	30.70	20.00	77.60	283.80	19.00	14.20
2008_01_01 07:54:30	26.20	30.70	20.60	79.00	151.80	18.00	12.80
2008_01_01 07:57:56	26.30	30.70	20.40	78.20	217.60	18.00	13.20
2008_01_01 08:00:44	26.30	30.70	20.00	76.80	354.00	19.00	14.20
2008_01_01 08:04:10	26.30	30.70	20.00	76.60	287.20	19.00	14.00
2008_01_01 08:06:59	26.40	30.70	19.80	75.80	290.00	23.00	15.20
2008_01_01 08:10:24	26.20	30.70	19.40	74.80	83.20	23.00	12.60
2008_01_01 08:13:13	26.20	30.70	19.70	76.00	80.40	20.00	14.80
2008_01_01 08:16:38	26.10	30.70	19.60	75.80	79.80	20.00	15.80
2008_01_01 08:19:26	26.20	30.70	19.50	75.20	13.80	20.00	15.00
2008_01_01 08:22:52	26.30	30.70	19.70	75.60	11.60	21.00	14.40
2008_01_01 08:25:40	26.20	30.70	19.60	75.60	 8.20	21.00	14.20
2008_01_01 08:29:06	26.00	30.70	19.50	75.80	148.60	19.00	15.40
2008_01_01 08:31:54	26.00	30.70	19.80	77.00	150.00	19.00	15.60
2008_01_01 08:35:20	26.00	30.70	19.70	76.80	150.60	18.00	15.40
2008_01_01 08:38:09	26.00	30.70	19.90	77.20	147.80	18.00	14.80
2008_01_01 08:41:34	25.80	30.70	19.60	76.80	217.60	19.00	14.00
2008_01_01 08:44:23	25.80	30.70	19.30	75.80	20.60	19.00	11.00
2008_01_01 08:47:48	25.90	30.70	19.70	76.80	82.00	21.00	14.80
2008_01_01 08:50:37	25.80	30.70	19.70	77.40	212.40	21.00	16.20
2008_01_01 08:54:02	25.70	30.70	19.80	78.00	148.00	19.00	14.80
2008_01_01 08:56:51	25.70	30.70	19.80	77.80	286.00	19.00	15.00
2008_01_01 09:00:16	25.80	30.70	20.20	79.20	212.00	19.00	13.60
2008_01_01 09:03:05	25.90	30.70	20.30	79.00	147.20	19.00	13.00
2008_01_01 09:06:31	25.90	30.70	19.40	76.20	211.40	19.00	14.20
2008_01_01 09:09:19	25.80	30.70	19.10	75.40	270.20	19.00	16.00
2008_01_01 09:12:45	25.80	30.70	19.70	77.40	338.60	18.00	11.80
2008_01_01 09:15:33	25.80	30.70	19.40	76.40	351.20	18.00	 6.60
2008_01_01 09:18:59	25.90	30.70	19.20	75.40	148.20	10.00	 4.60
2008_01_01 09:21:47	26.00	30.70	19.40	75.40	 9.20	11.00	 6.60
2008_01_01 09:25:15	26.40	30.70	20.50	78.00	16.20	18.00	11.80
2008_01_01 09:28:01	26.60	30.70	20.80	78.40	80.60	22.00	15.20
2008_01_01 09:31:30	26.40	30.70	20.30	77.40	79.40	22.00	16.60
2008_01_01 09:34:15	26.20	30.70	20.00	77.20	82.40	19.00	16.20
2008_01_01 09:37:45	25.70	30.70	19.70	77.60	149.20	21.00	16.60
2008_01_01 09:40:29	25.50	30.70	19.70	78.40	216.80	21.00	16.60
2008_01_01 09:43:59	25.40	30.70	19.90	79.40	216.00	20.00	16.40
2008_01_01 09:46:44	25.40	30.70	19.50	78.20	284.00	20.00	15.60
2008_01_01 09:50:14	25.40	30.70	19.40	77.60	355.00	19.00	15.40
2008_01_01 09:52:58	25.70	30.70	19.80	78.00	357.00	20.00	15.40
2008_01_01 09:56:28	25.70	30.70	19.50	77.00	214.00	20.00	15.60
2008_01_01 09:59:12	25.70	30.70	19.40	76.60	280.40	20.00	15.80
2008_01_01 10:02:42	25.90	30.70	19.80	77.20	331.60	19.00	15.20
2008_01_01 10:06:26	26.10	30.70	20.70	79.60	325.80	19.00	14.20
2008_01_01 10:08:57	26.20	30.70	20.70	79.20	340.60	17.00	10.40
2008_01_01 10:12:40	26.20	30.70	19.70	76.00	350.20	11.00	 7.80
2008_01_01 10:15:11	26.30	30.70	20.00	76.60	284.40	13.00	10.20
2008_01_01 10:18:54	26.20	30.70	20.30	77.80	88.40	21.00	15.00
2008_01_01 10:21:25	26.20	30.70	20.10	77.40	223.40	21.00	15.60
2008_01_01 10:25:09	26.30	30.70	20.00	76.80	149.80	22.00	16.40
2008_01_01 10:27:40	26.10	30.70	19.40	75.40	281.60	22.00	16.80
2008_01_01 10:31:23	26.00	30.70	19.30	75.40	351.00	22.00	17.60
2008_01_01 10:33:54	25.90	30.70	19.50	76.20	350.60	24.00	18.80
2008_01_01 10:37:37	25.90	30.70	19.70	77.00	212.00	21.00	15.60
2008_01_01 10:40:09	26.00	30.70	20.10	77.80	75.40	21.00	15.40
2008_01_01 10:43:51	26.10	30.70	20.00	77.40	10.80	21.00	18.00
2008_01_01 10:46:23	26.10	30.70	19.80	76.80	146.00	21.00	17.20
2008_01_01 10:50:06	26.00	30.70	19.80	76.80	81.60	21.00	17.60
2008_01_01 10:52:38	26.00	30.70	19.30	75.40	80.60	21.00	17.00
2008_01_01 10:56:20	26.10	30.70	19.30	74.80	12.60	22.00	17.60
2008_01_01 10:58:52	26.30	30.70	19.50	75.00	149.20	22.00	20.40
2008_01_01 11:02:34	26.20	30.70	19.80	76.40	346.60	23.00	19.20
2008_01_01 11:05:08	26.30	30.70	20.20	77.40	345.40	24.00	18.80
2008_01_01 11:08:49	26.40	30.70	19.90	76.00	349.80	24.00	20.20
2008_01_01 11:11:22	26.40	30.70	19.80	75.80	351.00	24.00	20.00
2008_01_01 11:15:03	26.30	30.70	19.90	76.40	213.20	23.00	18.60
2008_01_01 11:17:36	26.40	30.70	20.10	76.60	216.00	21.00	17.40
2008_01_01 11:21:19	26.40	30.70	19.90	76.00	146.00	21.00	18.20
2008_01_01 11:23:50	26.30	30.70	19.40	74.80	215.00	22.00	18.40
2008_01_01 11:27:33	26.10	30.70	19.40	75.60	217.00	23.00	19.40
2008_01_01 11:30:05	26.00	30.70	19.30	75.60	288.00	23.00	18.20
2008_01_01 11:33:48	25.90	30.70	19.10	75.00	355.60	20.00	17.40
2008_01_01 11:36:21	25.80	30.70	19.20	75.40	285.40	20.00	16.80
2008_01_01 11:40:02	26.20	30.70	19.80	76.40	285.00	19.00	15.40
2008_01_01 11:42:35	26.40	30.70	20.30	77.40	281.20	19.00	15.60
2008_01_01 11:46:17	26.50	30.70	20.40	77.40	280.20	19.00	12.80
2008_01_01 11:48:49	26.50	30.70	20.40	77.40	283.00	18.00	 9.20
2008_01_01 11:52:31	26.60	30.70	20.00	75.60	225.20	16.00	 9.00
2008_01_01 11:55:04	26.70	30.70	19.90	75.20	219.80	19.00	12.00
2008_01_01 11:58:45	27.00	30.70	20.70	76.80	285.00	20.00	15.40
2008_01_01 12:01:18	27.00	30.70	20.50	76.00	284.20	20.00	15.80
2008_01_01 12:04:59	26.90	30.70	20.60	76.60	144.80	20.00	13.60
2008_01_01 12:07:32	27.00	30.60	20.50	76.00	150.20	18.00	13.20
2008_01_01 12:11:13	27.10	30.60	20.40	75.60	155.20	22.00	14.20
2008_01_01 12:13:47	27.10	30.60	20.20	74.80	145.40	22.00	15.20
2008_01_01 12:17:27	27.00	30.60	19.60	73.20	153.80	18.00	13.60
2008_01_01 12:20:02	27.00	30.60	19.60	73.20	88.00	18.00	12.60
2008_01_01 12:23:42	27.20	30.60	19.90	73.80	85.40	18.00	13.00
2008_01_01 12:26:16	27.20	30.60	19.80	73.40	145.00	18.00	14.20
2008_01_01 12:29:57	27.30	30.60	19.50	72.00	79.00	19.00	13.80
2008_01_01 12:32:31	27.30	30.60	19.60	72.40	214.80	19.00	16.00
2008_01_01 12:36:12	27.20	30.60	19.70	72.80	283.00	19.00	13.80
2008_01_01 12:38:45	27.40	30.60	19.70	72.60	213.40	19.00	15.20
2008_01_01 12:42:26	27.50	30.60	19.80	72.40	147.20	19.00	16.00
2008_01_01 12:45:00	27.50	30.60	20.00	73.00	287.20	19.00	14.60
2008_01_01 12:48:41	27.40	30.60	19.60	72.20	148.40	17.00	 9.60
2008_01_01 12:51:15	27.20	30.60	19.00	70.80	10.20	17.00	 6.80
2008_01_01 12:54:55	27.20	30.60	19.30	71.60	148.20	10.00	 4.40
2008_01_01 12:57:29	27.20	30.60	19.10	71.00	346.80	 7.00	 3.00
2008_01_01 13:01:10	27.30	30.60	19.10	70.80	279.40	10.00	 3.40
2008_01_01 13:03:44	27.50	30.60	20.10	73.40	141.80	15.00	 7.60
2008_01_01 13:07:24	27.70	30.60	20.60	74.40	217.40	15.00	 9.40
2008_01_01 13:09:58	27.60	30.60	20.00	72.60	218.20	15.00	 9.20
2008_01_01 13:13:38	27.50	30.60	19.60	71.60	160.00	18.00	11.40
2008_01_01 13:16:13	27.60	30.60	19.40	71.20	288.40	18.00	13.20
2008_01_01 13:19:52	27.60	30.60	19.50	71.20	347.40	18.00	12.60
2008_01_01 13:22:27	27.60	30.60	19.70	71.80	343.60	16.00	13.00
2008_01_01 13:26:07	27.60	30.60	20.10	72.80	339.00	16.00	12.60
2008_01_01 13:28:42	27.80	30.60	20.00	72.20	340.40	18.00	13.40
2008_01_01 13:32:21	28.10	30.60	20.40	72.60	339.60	19.00	15.60
2008_01_01 13:34:56	28.10	30.60	20.00	71.00	343.00	19.00	14.80
2008_01_01 13:38:36	28.10	30.60	20.00	71.20	331.80	18.00	14.00
2008_01_01 13:41:10	28.20	30.60	20.40	72.40	320.60	18.00	14.00
2008_01_01 13:44:50	28.10	30.60	20.40	72.20	266.20	16.00	10.00
2008_01_01 13:47:25	28.10	30.60	20.10	71.60	211.60	16.00	 8.20
2008_01_01 13:51:05	28.20	30.60	20.60	72.80	86.20	18.00	 9.80
2008_01_01 13:53:39	28.30	30.60	20.70	72.80	214.40	18.00	11.80
2008_01_01 13:57:19	28.40	30.60	20.20	71.00	213.40	18.00	13.20
2008_01_01 13:59:53	28.60	30.60	20.40	71.00	274.60	17.00	12.40
2008_01_01 14:03:33	28.60	30.60	20.60	71.60	265.60	16.00	11.80
2008_01_01 14:06:09	28.60	30.60	20.90	72.60	137.80	16.00	11.40
2008_01_01 14:09:47	28.80	30.60	20.80	71.60	11.60	14.00	12.00
2008_01_01 14:12:23	28.80	30.60	20.50	70.60	11.00	19.00	14.80
2008_01_01 14:16:02	28.80	30.60	20.30	70.00	221.80	19.00	15.00
2008_01_01 14:18:38	28.80	30.60	20.40	70.60	287.00	18.00	13.80
2008_01_01 14:22:16	28.90	30.60	21.00	72.20	281.80	18.00	14.00
2008_01_01 14:24:52	29.00	30.60	21.10	71.80	343.40	19.00	14.80
2008_01_01 14:28:31	29.20	30.60	21.30	72.00	327.60	20.00	16.00
2008_01_01 14:31:06	29.30	30.60	21.60	72.40	330.80	20.00	16.00
2008_01_01 14:34:45	29.20	30.60	20.90	70.80	322.00	20.00	14.80
2008_01_01 14:37:21	29.10	30.60	20.70	70.60	324.00	20.00	14.00
2008_01_01 14:40:59	29.00	30.60	21.10	72.00	339.80	18.00	12.60
2008_01_01 14:43:35	29.00	30.60	20.80	71.20	279.60	13.00	10.40
2008_01_01 14:47:14	28.80	30.60	20.70	71.20	210.80	13.00	10.20
2008_01_01 14:49:49	28.90	30.50	21.10	72.20	215.60	14.00	11.20
2008_01_01 14:53:29	29.00	30.50	21.00	71.60	219.00	16.00	11.40
2008_01_01 14:56:04	29.00	30.50	20.50	70.20	284.60	16.00	10.80
2008_01_01 14:59:43	29.00	30.50	20.10	69.00	326.40	19.00	12.20
2008_01_01 15:02:18	29.10	30.50	20.40	69.60	325.80	19.00	14.00
2008_01_01 15:05:58	29.40	30.50	21.10	70.80	280.80	19.00	15.40
2008_01_01 15:08:33	29.60	30.50	21.10	70.40	285.20	18.00	14.80
2008_01_01 15:12:12	29.70	30.50	21.00	69.60	279.20	18.00	13.60
2008_01_01 15:14:47	29.60	30.50	20.60	68.80	272.40	17.00	12.00
2008_01_01 15:18:27	29.60	30.50	20.90	69.60	207.20	14.00	 9.60
2008_01_01 15:21:02	29.80	30.50	21.20	70.00	282.40	14.00	 9.80
2008_01_01 15:24:41	29.70	30.50	20.70	68.80	280.00	13.00	 9.40
2008_01_01 15:27:17	29.70	30.50	20.60	68.60	348.20	14.00	10.20
2008_01_01 15:30:56	29.70	30.50	20.50	68.20	141.80	16.00	10.20
2008_01_01 15:33:31	29.70	30.50	20.30	67.60	142.80	16.00	11.60
2008_01_01 15:37:11	29.60	30.50	20.20	67.60	348.40	16.00	10.60
2008_01_01 15:39:46	29.50	30.50	20.60	69.00	282.20	15.00	11.00
2008_01_01 15:43:25	29.60	30.50	20.40	68.20	342.20	15.00	 8.20
2008_01_01 15:46:00	29.60	30.50	20.40	68.00	329.40	15.00	 7.00
2008_01_01 15:49:40	29.70	30.50	20.30	67.80	212.60	12.00	 8.00
2008_01_01 15:52:16	29.70	30.50	20.70	68.80	281.20	15.00	 9.00
2008_01_01 15:55:56	29.80	30.50	20.80	68.80	341.60	15.00	10.80
2008_01_01 15:58:31	29.80	30.50	20.10	67.00	323.40	13.00	 8.20
2008_01_01 16:02:12	29.70	30.50	20.70	68.80	313.60	13.00	 9.20
2008_01_01 16:04:47	29.80	30.50	21.20	70.20	313.80	13.00	 7.40
2008_01_01 16:08:28	29.80	30.50	21.60	71.00	345.20	 7.00	 4.20
2008_01_01 16:11:03	29.90	30.50	21.40	70.20	215.40	 8.00	 5.20
2008_01_01 16:14:43	30.00	30.50	21.50	70.20	287.20	11.00	 5.80
2008_01_01 16:17:19	30.00	30.50	21.20	69.60	354.20	11.00	 5.00
2008_01_01 16:20:59	29.80	30.50	20.80	68.80	77.00	 9.00	 3.80
2008_01_01 16:23:34	29.80	30.50	21.10	69.60	145.80	10.00	 5.40
2008_01_01 16:27:15	29.80	30.50	20.90	69.00	215.60	11.00	 6.20
2008_01_01 16:29:50	29.70	30.50	20.50	68.20	346.80	14.00	 7.40
2008_01_01 16:33:30	29.80	30.50	20.80	68.80	339.80	15.00	11.60
2008_01_01 16:36:06	30.00	30.50	21.40	70.00	346.00	15.00	11.20
2008_01_01 16:39:46	30.00	30.50	20.60	67.60	216.60	15.00	11.20
2008_01_01 16:42:21	29.90	30.50	20.60	68.00	216.60	15.00	10.20
2008_01_01 16:46:02	29.80	30.50	20.70	68.40	354.60	14.00	 9.20
2008_01_01 16:48:37	29.80	30.50	20.80	68.80	353.80	16.00	11.40
2008_01_01 16:52:18	29.80	30.50	21.00	69.40	352.80	17.00	14.40
2008_01_01 16:54:52	29.90	30.50	21.30	70.00	284.00	17.00	13.20
2008_01_01 16:58:33	29.80	30.50	21.00	69.40	144.80	15.00	11.80
2008_01_01 17:01:08	29.70	30.50	21.10	70.00	74.40	15.00	12.40
2008_01_01 17:04:49	29.70	30.50	20.90	69.40	213.80	15.00	12.60
2008_01_01 17:07:24	29.60	30.50	20.80	69.20	207.80	15.00	11.80
2008_01_01 17:11:04	29.60	30.50	20.90	69.60	272.40	15.00	 9.60
2008_01_01 17:13:40	29.70	30.50	21.00	69.60	340.80	16.00	10.00
2008_01_01 17:17:20	29.50	30.50	20.70	69.20	338.20	17.00	13.00
2008_01_01 17:19:55	29.50	30.50	21.40	71.40	343.40	17.00	13.80
